t,x,y
0.000000000000000000e+00,6.400000000000000000e+01,5.800000000000000000e+01
0.000000000000000000e+00,1.270000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,1.470000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,1.710000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,2.130000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,2.340000000000000000e+02,3.800000000000000000e+01
0.000000000000000000e+00,2.560000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,2.970000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,3.260000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,3.830000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,4.150000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,4.470000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,4.790000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,5.110000000000000000e+02,6.200000000000000000e+01
0.000000000000000000e+00,5.150000000000000000e+02,6.200000000000000000e+01
0.000000000000000000e+00,5.440000000000000000e+02,6.300000000000000000e+01
0.000000000000000000e+00,5.760000000000000000e+02,5.600000000000000000e+01
0.000000000000000000e+00,6.140000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,6.710000000000000000e+02,4.700000000000000000e+01
0.000000000000000000e+00,6.820000000000000000e+02,4.700000000000000000e+01
0.000000000000000000e+00,7.230000000000000000e+02,5.300000000000000000e+01
0.000000000000000000e+00,7.610000000000000000e+02,5.500000000000000000e+01
0.000000000000000000e+00,7.890000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,8.100000000000000000e+02,3.600000000000000000e+01
0.000000000000000000e+00,8.520000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,8.740000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,9.170000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,9.380000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,9.910000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,1.020000000000000000e+03,3.700000000000000000e+01
0.000000000000000000e+00,2.100000000000000000e+01,7.500000000000000000e+01
0.000000000000000000e+00,5.700000000000000000e+01,6.600000000000000000e+01
0.000000000000000000e+00,8.600000000000000000e+01,7.700000000000000000e+01
0.000000000000000000e+00,1.060000000000000000e+02,8.500000000000000000e+01
0.000000000000000000e+00,1.400000000000000000e+02,9.000000000000000000e+01
0.000000000000000000e+00,1.770000000000000000e+02,9.000000000000000000e+01
0.000000000000000000e+00,1.920000000000000000e+02,9.400000000000000000e+01
0.000000000000000000e+00,2.340000000000000000e+02,7.800000000000000000e+01
0.000000000000000000e+00,2.870000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,3.190000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,3.230000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,3.520000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,4.030000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,4.470000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,4.750000000000000000e+02,8.600000000000000000e+01
0.000000000000000000e+00,4.920000000000000000e+02,7.000000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+02,6.500000000000000000e+01
0.000000000000000000e+00,5.270000000000000000e+02,6.500000000000000000e+01
0.000000000000000000e+00,5.220000000000000000e+02,6.400000000000000000e+01
0.000000000000000000e+00,5.490000000000000000e+02,7.000000000000000000e+01
0.000000000000000000e+00,5.440000000000000000e+02,6.800000000000000000e+01
0.000000000000000000e+00,6.060000000000000000e+02,9.400000000000000000e+01
0.000000000000000000e+00,5.840000000000000000e+02,8.100000000000000000e+01
0.000000000000000000e+00,6.100000000000000000e+02,9.500000000000000000e+01
0.000000000000000000e+00,6.610000000000000000e+02,7.800000000000000000e+01
0.000000000000000000e+00,7.030000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,7.240000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,7.460000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,7.890000000000000000e+02,8.600000000000000000e+01
0.000000000000000000e+00,8.310000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,8.320000000000000000e+02,7.500000000000000000e+01
0.000000000000000000e+00,8.750000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,9.170000000000000000e+02,8.200000000000000000e+01
0.000000000000000000e+00,9.570000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,9.910000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,1.019000000000000000e+03,7.900000000000000000e+01
0.000000000000000000e+00,2.100000000000000000e+01,9.600000000000000000e+01
0.000000000000000000e+00,6.300000000000000000e+01,1.020000000000000000e+02
0.000000000000000000e+00,9.500000000000000000e+01,1.220000000000000000e+02
0.000000000000000000e+00,1.170000000000000000e+02,9.900000000000000000e+01
0.000000000000000000e+00,1.280000000000000000e+02,9.900000000000000000e+01
0.000000000000000000e+00,1.890000000000000000e+02,9.900000000000000000e+01
0.000000000000000000e+00,1.970000000000000000e+02,1.150000000000000000e+02
0.000000000000000000e+00,2.240000000000000000e+02,1.010000000000000000e+02
0.000000000000000000e+00,2.580000000000000000e+02,1.010000000000000000e+02
0.000000000000000000e+00,3.190000000000000000e+02,1.010000000000000000e+02
0.000000000000000000e+00,3.510000000000000000e+02,1.220000000000000000e+02
0.000000000000000000e+00,3.820000000000000000e+02,1.220000000000000000e+02
0.000000000000000000e+00,4.030000000000000000e+02,1.220000000000000000e+02
0.000000000000000000e+00,4.460000000000000000e+02,1.270000000000000000e+02
0.000000000000000000e+00,4.490000000000000000e+02,1.210000000000000000e+02
0.000000000000000000e+00,4.570000000000000000e+02,1.050000000000000000e+02
0.000000000000000000e+00,5.100000000000000000e+02,1.220000000000000000e+02
0.000000000000000000e+00,5.060000000000000000e+02,1.220000000000000000e+02
0.000000000000000000e+00,5.330000000000000000e+02,9.600000000000000000e+01
0.000000000000000000e+00,5.430000000000000000e+02,1.220000000000000000e+02
0.000000000000000000e+00,5.750000000000000000e+02,1.000000000000000000e+02
0.000000000000000000e+00,5.550000000000000000e+02,1.010000000000000000e+02
0.000000000000000000e+00,5.790000000000000000e+02,1.010000000000000000e+02
0.000000000000000000e+00,5.830000000000000000e+02,1.010000000000000000e+02
0.000000000000000000e+00,6.220000000000000000e+02,1.080000000000000000e+02
0.000000000000000000e+00,6.190000000000000000e+02,1.050000000000000000e+02
0.000000000000000000e+00,6.400000000000000000e+02,1.270000000000000000e+02
0.000000000000000000e+00,6.820000000000000000e+02,1.200000000000000000e+02
0.000000000000000000e+00,7.250000000000000000e+02,1.210000000000000000e+02
0.000000000000000000e+00,7.460000000000000000e+02,9.800000000000000000e+01
0.000000000000000000e+00,7.890000000000000000e+02,1.010000000000000000e+02
0.000000000000000000e+00,8.310000000000000000e+02,1.020000000000000000e+02
0.000000000000000000e+00,8.510000000000000000e+02,1.010000000000000000e+02
0.000000000000000000e+00,8.740000000000000000e+02,1.010000000000000000e+02
0.000000000000000000e+00,9.170000000000000000e+02,1.000000000000000000e+02
0.000000000000000000e+00,9.590000000000000000e+02,1.000000000000000000e+02
0.000000000000000000e+00,9.910000000000000000e+02,1.000000000000000000e+02
0.000000000000000000e+00,1.021000000000000000e+03,1.000000000000000000e+02
0.000000000000000000e+00,2.100000000000000000e+01,1.430000000000000000e+02
0.000000000000000000e+00,6.300000000000000000e+01,1.410000000000000000e+02
0.000000000000000000e+00,7.100000000000000000e+01,1.530000000000000000e+02
0.000000000000000000e+00,1.080000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,1.490000000000000000e+02,1.550000000000000000e+02
0.000000000000000000e+00,1.910000000000000000e+02,1.590000000000000000e+02
0.000000000000000000e+00,1.940000000000000000e+02,1.550000000000000000e+02
0.000000000000000000e+00,2.310000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,2.770000000000000000e+02,1.420000000000000000e+02
0.000000000000000000e+00,2.980000000000000000e+02,1.390000000000000000e+02
0.000000000000000000e+00,3.510000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,3.830000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,4.070000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,4.440000000000000000e+02,1.320000000000000000e+02
0.000000000000000000e+00,4.410000000000000000e+02,1.550000000000000000e+02
0.000000000000000000e+00,4.790000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,4.750000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,4.880000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,4.840000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,5.330000000000000000e+02,1.280000000000000000e+02
0.000000000000000000e+00,5.330000000000000000e+02,1.320000000000000000e+02
0.000000000000000000e+00,5.540000000000000000e+02,1.280000000000000000e+02
0.000000000000000000e+00,5.540000000000000000e+02,1.460000000000000000e+02
0.000000000000000000e+00,5.780000000000000000e+02,1.280000000000000000e+02
0.000000000000000000e+00,5.820000000000000000e+02,1.280000000000000000e+02
0.000000000000000000e+00,6.390000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,6.390000000000000000e+02,1.590000000000000000e+02
0.000000000000000000e+00,6.460000000000000000e+02,1.400000000000000000e+02
0.000000000000000000e+00,6.490000000000000000e+02,1.510000000000000000e+02
0.000000000000000000e+00,6.820000000000000000e+02,1.280000000000000000e+02
0.000000000000000000e+00,7.250000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,7.660000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,7.890000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,8.310000000000000000e+02,1.440000000000000000e+02
0.000000000000000000e+00,8.320000000000000000e+02,1.480000000000000000e+02
0.000000000000000000e+00,8.950000000000000000e+02,1.280000000000000000e+02
0.000000000000000000e+00,9.170000000000000000e+02,1.450000000000000000e+02
0.000000000000000000e+00,9.380000000000000000e+02,1.590000000000000000e+02
0.000000000000000000e+00,9.910000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,1.019000000000000000e+03,1.430000000000000000e+02
0.000000000000000000e+00,2.100000000000000000e+01,1.640000000000000000e+02
0.000000000000000000e+00,6.300000000000000000e+01,1.630000000000000000e+02
0.000000000000000000e+00,6.600000000000000000e+01,1.600000000000000000e+02
0.000000000000000000e+00,1.260000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,1.550000000000000000e+02,1.860000000000000000e+02
0.000000000000000000e+00,1.650000000000000000e+02,1.790000000000000000e+02
0.000000000000000000e+00,1.950000000000000000e+02,1.600000000000000000e+02
0.000000000000000000e+00,2.360000000000000000e+02,1.860000000000000000e+02
0.000000000000000000e+00,2.790000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,3.190000000000000000e+02,1.860000000000000000e+02
0.000000000000000000e+00,3.200000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,3.830000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,3.870000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,4.410000000000000000e+02,1.750000000000000000e+02
0.000000000000000000e+00,4.410000000000000000e+02,1.790000000000000000e+02
0.000000000000000000e+00,4.480000000000000000e+02,1.860000000000000000e+02
0.000000000000000000e+00,4.520000000000000000e+02,1.860000000000000000e+02
0.000000000000000000e+00,5.110000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,5.070000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,5.180000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,5.220000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,5.440000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,5.540000000000000000e+02,1.600000000000000000e+02
0.000000000000000000e+00,5.970000000000000000e+02,1.660000000000000000e+02
0.000000000000000000e+00,5.970000000000000000e+02,1.700000000000000000e+02
0.000000000000000000e+00,6.390000000000000000e+02,1.790000000000000000e+02
0.000000000000000000e+00,6.390000000000000000e+02,1.750000000000000000e+02
0.000000000000000000e+00,6.510000000000000000e+02,1.620000000000000000e+02
0.000000000000000000e+00,6.520000000000000000e+02,1.760000000000000000e+02
0.000000000000000000e+00,6.820000000000000000e+02,1.840000000000000000e+02
0.000000000000000000e+00,7.040000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,7.670000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,7.720000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,8.310000000000000000e+02,1.600000000000000000e+02
0.000000000000000000e+00,8.630000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,8.730000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,9.160000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,9.580000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,9.840000000000000000e+02,1.860000000000000000e+02
0.000000000000000000e+00,1.002000000000000000e+03,1.840000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.070000000000000000e+02
0.000000000000000000e+00,4.200000000000000000e+01,2.030000000000000000e+02
0.000000000000000000e+00,6.600000000000000000e+01,2.070000000000000000e+02
0.000000000000000000e+00,1.270000000000000000e+02,2.220000000000000000e+02
0.000000000000000000e+00,1.410000000000000000e+02,2.000000000000000000e+02
0.000000000000000000e+00,1.630000000000000000e+02,2.230000000000000000e+02
0.000000000000000000e+00,1.920000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,2.350000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,2.740000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,3.190000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,3.200000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,3.830000000000000000e+02,2.080000000000000000e+02
0.000000000000000000e+00,3.840000000000000000e+02,2.120000000000000000e+02
0.000000000000000000e+00,4.440000000000000000e+02,2.040000000000000000e+02
0.000000000000000000e+00,4.480000000000000000e+02,2.220000000000000000e+02
0.000000000000000000e+00,4.480000000000000000e+02,2.180000000000000000e+02
0.000000000000000000e+00,4.920000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,4.960000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,5.120000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,5.160000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,5.750000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,5.750000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,6.070000000000000000e+02,2.230000000000000000e+02
0.000000000000000000e+00,6.070000000000000000e+02,2.190000000000000000e+02
0.000000000000000000e+00,6.110000000000000000e+02,2.220000000000000000e+02
0.000000000000000000e+00,6.130000000000000000e+02,2.180000000000000000e+02
0.000000000000000000e+00,6.410000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,6.540000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,6.820000000000000000e+02,2.050000000000000000e+02
0.000000000000000000e+00,7.040000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,7.670000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,7.990000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,8.090000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,8.630000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,8.950000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,8.990000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,9.590000000000000000e+02,2.230000000000000000e+02
0.000000000000000000e+00,9.870000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,1.002000000000000000e+03,2.090000000000000000e+02
0.000000000000000000e+00,2.100000000000000000e+01,2.490000000000000000e+02
0.000000000000000000e+00,4.200000000000000000e+01,2.490000000000000000e+02
0.000000000000000000e+00,9.500000000000000000e+01,2.550000000000000000e+02
0.000000000000000000e+00,1.030000000000000000e+02,2.510000000000000000e+02
0.000000000000000000e+00,1.280000000000000000e+02,2.260000000000000000e+02
0.000000000000000000e+00,1.690000000000000000e+02,2.260000000000000000e+02
0.000000000000000000e+00,1.930000000000000000e+02,2.550000000000000000e+02
0.000000000000000000e+00,2.240000000000000000e+02,2.490000000000000000e+02
0.000000000000000000e+00,2.560000000000000000e+02,2.490000000000000000e+02
0.000000000000000000e+00,3.190000000000000000e+02,2.480000000000000000e+02
0.000000000000000000e+00,3.200000000000000000e+02,2.440000000000000000e+02
0.000000000000000000e+00,3.830000000000000000e+02,2.300000000000000000e+02
0.000000000000000000e+00,4.050000000000000000e+02,2.550000000000000000e+02
0.000000000000000000e+00,4.470000000000000000e+02,2.260000000000000000e+02
0.000000000000000000e+00,4.490000000000000000e+02,2.300000000000000000e+02
0.000000000000000000e+00,4.520000000000000000e+02,2.390000000000000000e+02
0.000000000000000000e+00,4.800000000000000000e+02,2.490000000000000000e+02
0.000000000000000000e+00,5.110000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,5.150000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,5.190000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,5.750000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,5.750000000000000000e+02,2.480000000000000000e+02
0.000000000000000000e+00,6.060000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,6.020000000000000000e+02,2.510000000000000000e+02
0.000000000000000000e+00,6.350000000000000000e+02,2.530000000000000000e+02
0.000000000000000000e+00,6.370000000000000000e+02,2.490000000000000000e+02
0.000000000000000000e+00,6.410000000000000000e+02,2.430000000000000000e+02
0.000000000000000000e+00,6.430000000000000000e+02,2.380000000000000000e+02
0.000000000000000000e+00,6.820000000000000000e+02,2.240000000000000000e+02
0.000000000000000000e+00,7.040000000000000000e+02,2.240000000000000000e+02
0.000000000000000000e+00,7.670000000000000000e+02,2.300000000000000000e+02
0.000000000000000000e+00,7.890000000000000000e+02,2.290000000000000000e+02
0.000000000000000000e+00,8.310000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,8.530000000000000000e+02,2.550000000000000000e+02
0.000000000000000000e+00,8.950000000000000000e+02,2.310000000000000000e+02
0.000000000000000000e+00,8.960000000000000000e+02,2.350000000000000000e+02
0.000000000000000000e+00,9.590000000000000000e+02,2.480000000000000000e+02
0.000000000000000000e+00,9.910000000000000000e+02,2.240000000000000000e+02
0.000000000000000000e+00,1.022000000000000000e+03,2.490000000000000000e+02
0.000000000000000000e+00,2.100000000000000000e+01,2.870000000000000000e+02
0.000000000000000000e+00,4.000000000000000000e+01,2.710000000000000000e+02
0.000000000000000000e+00,8.200000000000000000e+01,2.800000000000000000e+02
0.000000000000000000e+00,9.800000000000000000e+01,2.590000000000000000e+02
0.000000000000000000e+00,1.490000000000000000e+02,2.560000000000000000e+02
0.000000000000000000e+00,1.720000000000000000e+02,2.560000000000000000e+02
0.000000000000000000e+00,1.970000000000000000e+02,2.560000000000000000e+02
0.000000000000000000e+00,2.240000000000000000e+02,2.660000000000000000e+02
0.000000000000000000e+00,2.560000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,2.980000000000000000e+02,2.690000000000000000e+02
0.000000000000000000e+00,3.200000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,3.830000000000000000e+02,2.870000000000000000e+02
0.000000000000000000e+00,4.150000000000000000e+02,2.870000000000000000e+02
0.000000000000000000e+00,4.240000000000000000e+02,2.820000000000000000e+02
0.000000000000000000e+00,4.340000000000000000e+02,2.770000000000000000e+02
0.000000000000000000e+00,4.650000000000000000e+02,2.660000000000000000e+02
0.000000000000000000e+00,4.620000000000000000e+02,2.610000000000000000e+02
0.000000000000000000e+00,4.850000000000000000e+02,2.830000000000000000e+02
0.000000000000000000e+00,4.900000000000000000e+02,2.860000000000000000e+02
0.000000000000000000e+00,5.130000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,5.170000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,5.750000000000000000e+02,2.820000000000000000e+02
0.000000000000000000e+00,5.720000000000000000e+02,2.860000000000000000e+02
0.000000000000000000e+00,5.800000000000000000e+02,2.770000000000000000e+02
0.000000000000000000e+00,5.850000000000000000e+02,2.730000000000000000e+02
0.000000000000000000e+00,6.330000000000000000e+02,2.570000000000000000e+02
0.000000000000000000e+00,6.300000000000000000e+02,2.610000000000000000e+02
0.000000000000000000e+00,6.400000000000000000e+02,2.560000000000000000e+02
0.000000000000000000e+00,6.720000000000000000e+02,2.700000000000000000e+02
0.000000000000000000e+00,7.250000000000000000e+02,2.680000000000000000e+02
0.000000000000000000e+00,7.670000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,7.930000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,8.000000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,8.530000000000000000e+02,2.720000000000000000e+02
0.000000000000000000e+00,8.770000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,8.970000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,9.590000000000000000e+02,2.560000000000000000e+02
0.000000000000000000e+00,9.910000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,1.022000000000000000e+03,2.710000000000000000e+02
0.000000000000000000e+00,2.100000000000000000e+01,3.130000000000000000e+02
0.000000000000000000e+00,5.800000000000000000e+01,3.090000000000000000e+02
0.000000000000000000e+00,6.900000000000000000e+01,2.960000000000000000e+02
0.000000000000000000e+00,1.060000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,1.510000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,1.700000000000000000e+02,2.940000000000000000e+02
0.000000000000000000e+00,2.120000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,2.240000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,2.570000000000000000e+02,2.920000000000000000e+02
0.000000000000000000e+00,3.190000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,3.200000000000000000e+02,3.190000000000000000e+02
0.000000000000000000e+00,3.820000000000000000e+02,3.110000000000000000e+02
0.000000000000000000e+00,4.090000000000000000e+02,2.900000000000000000e+02
0.000000000000000000e+00,3.950000000000000000e+02,2.980000000000000000e+02
0.000000000000000000e+00,4.470000000000000000e+02,3.040000000000000000e+02
0.000000000000000000e+00,4.460000000000000000e+02,3.000000000000000000e+02
0.000000000000000000e+00,4.480000000000000000e+02,3.080000000000000000e+02
0.000000000000000000e+00,4.610000000000000000e+02,3.170000000000000000e+02
0.000000000000000000e+00,5.060000000000000000e+02,2.910000000000000000e+02
0.000000000000000000e+00,5.020000000000000000e+02,2.910000000000000000e+02
0.000000000000000000e+00,5.120000000000000000e+02,2.910000000000000000e+02
0.000000000000000000e+00,5.250000000000000000e+02,2.910000000000000000e+02
0.000000000000000000e+00,5.660000000000000000e+02,2.930000000000000000e+02
0.000000000000000000e+00,5.460000000000000000e+02,3.010000000000000000e+02
0.000000000000000000e+00,5.760000000000000000e+02,2.880000000000000000e+02
0.000000000000000000e+00,5.980000000000000000e+02,2.920000000000000000e+02
0.000000000000000000e+00,6.180000000000000000e+02,2.880000000000000000e+02
0.000000000000000000e+00,6.250000000000000000e+02,3.010000000000000000e+02
0.000000000000000000e+00,6.400000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,6.810000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,7.050000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,7.660000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,7.970000000000000000e+02,3.140000000000000000e+02
0.000000000000000000e+00,8.090000000000000000e+02,3.120000000000000000e+02
0.000000000000000000e+00,8.400000000000000000e+02,3.170000000000000000e+02
0.000000000000000000e+00,8.740000000000000000e+02,3.190000000000000000e+02
0.000000000000000000e+00,9.170000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,9.570000000000000000e+02,2.920000000000000000e+02
0.000000000000000000e+00,9.810000000000000000e+02,2.930000000000000000e+02
0.000000000000000000e+00,1.022000000000000000e+03,3.130000000000000000e+02
0.000000000000000000e+00,3.100000000000000000e+01,3.390000000000000000e+02
0.000000000000000000e+00,3.900000000000000000e+01,3.310000000000000000e+02
0.000000000000000000e+00,6.400000000000000000e+01,3.200000000000000000e+02
0.000000000000000000e+00,1.060000000000000000e+02,3.330000000000000000e+02
0.000000000000000000e+00,1.280000000000000000e+02,3.200000000000000000e+02
0.000000000000000000e+00,1.910000000000000000e+02,3.340000000000000000e+02
0.000000000000000000e+00,2.120000000000000000e+02,3.350000000000000000e+02
0.000000000000000000e+00,2.240000000000000000e+02,3.340000000000000000e+02
0.000000000000000000e+00,2.750000000000000000e+02,3.340000000000000000e+02
0.000000000000000000e+00,3.000000000000000000e+02,3.340000000000000000e+02
0.000000000000000000e+00,3.510000000000000000e+02,3.340000000000000000e+02
0.000000000000000000e+00,3.740000000000000000e+02,3.200000000000000000e+02
0.000000000000000000e+00,3.650000000000000000e+02,3.340000000000000000e+02
