t,x,y
0.000000000000000000e+00,6.300000000000000000e+01,1.340000000000000000e+02
0.000000000000000000e+00,9.000000000000000000e+01,1.360000000000000000e+02
0.000000000000000000e+00,9.600000000000000000e+01,1.310000000000000000e+02
0.000000000000000000e+00,1.290000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,1.910000000000000000e+02,1.450000000000000000e+02
0.000000000000000000e+00,2.020000000000000000e+02,1.470000000000000000e+02
0.000000000000000000e+00,2.360000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,2.770000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,2.980000000000000000e+02,1.280000000000000000e+02
0.000000000000000000e+00,3.200000000000000000e+02,1.440000000000000000e+02
0.000000000000000000e+00,3.830000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,3.870000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,4.470000000000000000e+02,1.450000000000000000e+02
0.000000000000000000e+00,4.570000000000000000e+02,1.280000000000000000e+02
0.000000000000000000e+00,4.540000000000000000e+02,1.420000000000000000e+02
0.000000000000000000e+00,5.110000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,4.900000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,5.340000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,5.380000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,5.540000000000000000e+02,1.280000000000000000e+02
0.000000000000000000e+00,5.540000000000000000e+02,1.320000000000000000e+02
0.000000000000000000e+00,5.760000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,5.800000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,6.390000000000000000e+02,1.340000000000000000e+02
0.000000000000000000e+00,6.390000000000000000e+02,1.300000000000000000e+02
0.000000000000000000e+00,6.620000000000000000e+02,1.590000000000000000e+02
0.000000000000000000e+00,6.570000000000000000e+02,1.380000000000000000e+02
0.000000000000000000e+00,6.820000000000000000e+02,1.590000000000000000e+02
0.000000000000000000e+00,7.250000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,7.670000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,7.860000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,8.310000000000000000e+02,1.290000000000000000e+02
0.000000000000000000e+00,8.320000000000000000e+02,1.330000000000000000e+02
0.000000000000000000e+00,8.940000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,9.170000000000000000e+02,1.430000000000000000e+02
0.000000000000000000e+00,9.590000000000000000e+02,1.280000000000000000e+02
0.000000000000000000e+00,9.810000000000000000e+02,1.450000000000000000e+02
0.000000000000000000e+00,1.002000000000000000e+03,1.590000000000000000e+02
0.000000000000000000e+00,1.900000000000000000e+01,1.640000000000000000e+02
0.000000000000000000e+00,6.300000000000000000e+01,1.760000000000000000e+02
0.000000000000000000e+00,7.400000000000000000e+01,1.600000000000000000e+02
0.000000000000000000e+00,9.600000000000000000e+01,1.600000000000000000e+02
0.000000000000000000e+00,1.590000000000000000e+02,1.860000000000000000e+02
0.000000000000000000e+00,1.690000000000000000e+02,1.800000000000000000e+02
0.000000000000000000e+00,1.940000000000000000e+02,1.630000000000000000e+02
0.000000000000000000e+00,2.320000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,2.770000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,3.190000000000000000e+02,1.860000000000000000e+02
0.000000000000000000e+00,3.200000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,3.830000000000000000e+02,1.650000000000000000e+02
0.000000000000000000e+00,3.870000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,4.470000000000000000e+02,1.840000000000000000e+02
0.000000000000000000e+00,4.540000000000000000e+02,1.840000000000000000e+02
0.000000000000000000e+00,4.540000000000000000e+02,1.880000000000000000e+02
0.000000000000000000e+00,5.110000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,4.880000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,5.150000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,5.190000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,5.470000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,5.510000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,5.760000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,5.760000000000000000e+02,1.600000000000000000e+02
0.000000000000000000e+00,6.180000000000000000e+02,1.650000000000000000e+02
0.000000000000000000e+00,6.180000000000000000e+02,1.600000000000000000e+02
0.000000000000000000e+00,6.620000000000000000e+02,1.630000000000000000e+02
0.000000000000000000e+00,6.620000000000000000e+02,1.700000000000000000e+02
0.000000000000000000e+00,6.820000000000000000e+02,1.650000000000000000e+02
0.000000000000000000e+00,7.250000000000000000e+02,1.650000000000000000e+02
0.000000000000000000e+00,7.670000000000000000e+02,1.860000000000000000e+02
0.000000000000000000e+00,7.900000000000000000e+02,1.860000000000000000e+02
0.000000000000000000e+00,8.100000000000000000e+02,1.850000000000000000e+02
0.000000000000000000e+00,8.320000000000000000e+02,1.860000000000000000e+02
0.000000000000000000e+00,8.730000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,9.270000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,9.580000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,9.810000000000000000e+02,1.640000000000000000e+02
0.000000000000000000e+00,1.020000000000000000e+03,1.640000000000000000e+02
0.000000000000000000e+00,2.200000000000000000e+01,2.070000000000000000e+02
0.000000000000000000e+00,4.800000000000000000e+01,1.920000000000000000e+02
0.000000000000000000e+00,8.200000000000000000e+01,2.070000000000000000e+02
0.000000000000000000e+00,1.270000000000000000e+02,2.230000000000000000e+02
0.000000000000000000e+00,1.490000000000000000e+02,1.950000000000000000e+02
0.000000000000000000e+00,1.610000000000000000e+02,2.200000000000000000e+02
0.000000000000000000e+00,1.920000000000000000e+02,2.050000000000000000e+02
0.000000000000000000e+00,2.330000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,2.560000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,3.180000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,3.410000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,3.520000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,4.070000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,4.470000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,4.570000000000000000e+02,2.110000000000000000e+02
0.000000000000000000e+00,4.570000000000000000e+02,2.150000000000000000e+02
0.000000000000000000e+00,4.880000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,5.110000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,5.330000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,5.370000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,5.750000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,5.540000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,5.990000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,6.030000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,6.390000000000000000e+02,2.230000000000000000e+02
0.000000000000000000e+00,6.350000000000000000e+02,2.230000000000000000e+02
0.000000000000000000e+00,6.650000000000000000e+02,2.090000000000000000e+02
0.000000000000000000e+00,6.510000000000000000e+02,2.160000000000000000e+02
0.000000000000000000e+00,6.800000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,7.040000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,7.670000000000000000e+02,2.090000000000000000e+02
0.000000000000000000e+00,7.680000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,8.100000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,8.500000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,8.950000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,8.990000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,9.380000000000000000e+02,2.230000000000000000e+02
0.000000000000000000e+00,9.810000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,1.018000000000000000e+03,2.070000000000000000e+02
0.000000000000000000e+00,2.100000000000000000e+01,2.490000000000000000e+02
0.000000000000000000e+00,4.200000000000000000e+01,2.500000000000000000e+02
0.000000000000000000e+00,6.600000000000000000e+01,2.490000000000000000e+02
0.000000000000000000e+00,1.250000000000000000e+02,2.320000000000000000e+02
0.000000000000000000e+00,1.280000000000000000e+02,2.270000000000000000e+02
0.000000000000000000e+00,1.680000000000000000e+02,2.240000000000000000e+02
0.000000000000000000e+00,1.920000000000000000e+02,2.540000000000000000e+02
0.000000000000000000e+00,2.240000000000000000e+02,2.550000000000000000e+02
0.000000000000000000e+00,2.560000000000000000e+02,2.490000000000000000e+02
0.000000000000000000e+00,2.980000000000000000e+02,2.500000000000000000e+02
0.000000000000000000e+00,3.210000000000000000e+02,2.490000000000000000e+02
0.000000000000000000e+00,3.650000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,3.840000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,4.470000000000000000e+02,2.240000000000000000e+02
0.000000000000000000e+00,4.650000000000000000e+02,2.450000000000000000e+02
0.000000000000000000e+00,4.600000000000000000e+02,2.270000000000000000e+02
0.000000000000000000e+00,5.100000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,5.060000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,5.350000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,5.390000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,5.440000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,5.480000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,6.070000000000000000e+02,2.550000000000000000e+02
0.000000000000000000e+00,6.070000000000000000e+02,2.510000000000000000e+02
0.000000000000000000e+00,6.220000000000000000e+02,2.270000000000000000e+02
0.000000000000000000e+00,6.260000000000000000e+02,2.270000000000000000e+02
0.000000000000000000e+00,6.460000000000000000e+02,2.510000000000000000e+02
0.000000000000000000e+00,6.430000000000000000e+02,2.250000000000000000e+02
0.000000000000000000e+00,6.790000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,7.040000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,7.670000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,7.890000000000000000e+02,2.490000000000000000e+02
0.000000000000000000e+00,8.310000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,8.550000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,8.740000000000000000e+02,2.300000000000000000e+02
0.000000000000000000e+00,9.210000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,9.590000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,9.810000000000000000e+02,2.280000000000000000e+02
0.000000000000000000e+00,1.022000000000000000e+03,2.280000000000000000e+02
0.000000000000000000e+00,2.100000000000000000e+01,2.710000000000000000e+02
0.000000000000000000e+00,4.400000000000000000e+01,2.710000000000000000e+02
0.000000000000000000e+00,8.700000000000000000e+01,2.800000000000000000e+02
0.000000000000000000e+00,1.010000000000000000e+02,2.640000000000000000e+02
0.000000000000000000e+00,1.280000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,1.700000000000000000e+02,2.690000000000000000e+02
0.000000000000000000e+00,1.960000000000000000e+02,2.560000000000000000e+02
0.000000000000000000e+00,2.270000000000000000e+02,2.580000000000000000e+02
0.000000000000000000e+00,2.560000000000000000e+02,2.700000000000000000e+02
0.000000000000000000e+00,2.980000000000000000e+02,2.690000000000000000e+02
0.000000000000000000e+00,3.200000000000000000e+02,2.700000000000000000e+02
0.000000000000000000e+00,3.830000000000000000e+02,2.870000000000000000e+02
0.000000000000000000e+00,4.150000000000000000e+02,2.870000000000000000e+02
0.000000000000000000e+00,4.440000000000000000e+02,2.740000000000000000e+02
0.000000000000000000e+00,4.700000000000000000e+02,2.590000000000000000e+02
0.000000000000000000e+00,4.790000000000000000e+02,2.700000000000000000e+02
0.000000000000000000e+00,5.100000000000000000e+02,2.860000000000000000e+02
0.000000000000000000e+00,5.020000000000000000e+02,2.830000000000000000e+02
0.000000000000000000e+00,5.140000000000000000e+02,2.870000000000000000e+02
0.000000000000000000e+00,5.180000000000000000e+02,2.870000000000000000e+02
0.000000000000000000e+00,5.750000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,5.440000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,5.900000000000000000e+02,2.830000000000000000e+02
0.000000000000000000e+00,5.960000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,6.340000000000000000e+02,2.650000000000000000e+02
0.000000000000000000e+00,6.380000000000000000e+02,2.620000000000000000e+02
0.000000000000000000e+00,6.430000000000000000e+02,2.560000000000000000e+02
0.000000000000000000e+00,6.720000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,7.040000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,7.670000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,7.900000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,8.000000000000000000e+02,2.710000000000000000e+02
0.000000000000000000e+00,8.320000000000000000e+02,2.730000000000000000e+02
0.000000000000000000e+00,8.740000000000000000e+02,2.690000000000000000e+02
0.000000000000000000e+00,8.960000000000000000e+02,2.870000000000000000e+02
0.000000000000000000e+00,9.590000000000000000e+02,2.560000000000000000e+02
0.000000000000000000e+00,9.810000000000000000e+02,2.670000000000000000e+02
0.000000000000000000e+00,1.022000000000000000e+03,2.710000000000000000e+02
0.000000000000000000e+00,2.100000000000000000e+01,3.180000000000000000e+02
0.000000000000000000e+00,5.800000000000000000e+01,3.150000000000000000e+02
0.000000000000000000e+00,6.600000000000000000e+01,3.040000000000000000e+02
0.000000000000000000e+00,1.080000000000000000e+02,2.920000000000000000e+02
0.000000000000000000e+00,1.590000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,1.680000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,1.930000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,2.240000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,2.570000000000000000e+02,2.920000000000000000e+02
0.000000000000000000e+00,2.880000000000000000e+02,2.920000000000000000e+02
0.000000000000000000e+00,3.410000000000000000e+02,2.900000000000000000e+02
0.000000000000000000e+00,3.800000000000000000e+02,3.170000000000000000e+02
0.000000000000000000e+00,3.870000000000000000e+02,3.090000000000000000e+02
0.000000000000000000e+00,3.900000000000000000e+02,3.060000000000000000e+02
0.000000000000000000e+00,4.190000000000000000e+02,2.880000000000000000e+02
0.000000000000000000e+00,4.380000000000000000e+02,2.970000000000000000e+02
0.000000000000000000e+00,4.690000000000000000e+02,3.190000000000000000e+02
0.000000000000000000e+00,4.660000000000000000e+02,3.140000000000000000e+02
0.000000000000000000e+00,5.110000000000000000e+02,2.900000000000000000e+02
0.000000000000000000e+00,5.060000000000000000e+02,2.880000000000000000e+02
0.000000000000000000e+00,5.290000000000000000e+02,2.910000000000000000e+02
0.000000000000000000e+00,5.430000000000000000e+02,2.970000000000000000e+02
0.000000000000000000e+00,5.740000000000000000e+02,2.960000000000000000e+02
0.000000000000000000e+00,5.630000000000000000e+02,3.020000000000000000e+02
0.000000000000000000e+00,5.830000000000000000e+02,2.900000000000000000e+02
0.000000000000000000e+00,5.790000000000000000e+02,2.920000000000000000e+02
0.000000000000000000e+00,6.360000000000000000e+02,3.070000000000000000e+02
0.000000000000000000e+00,6.380000000000000000e+02,3.190000000000000000e+02
0.000000000000000000e+00,6.400000000000000000e+02,3.120000000000000000e+02
0.000000000000000000e+00,6.720000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,7.270000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,7.670000000000000000e+02,3.130000000000000000e+02
0.000000000000000000e+00,7.900000000000000000e+02,3.110000000000000000e+02
0.000000000000000000e+00,8.270000000000000000e+02,3.080000000000000000e+02
0.000000000000000000e+00,8.460000000000000000e+02,3.170000000000000000e+02
0.000000000000000000e+00,8.740000000000000000e+02,3.190000000000000000e+02
0.000000000000000000e+00,8.960000000000000000e+02,2.910000000000000000e+02
0.000000000000000000e+00,9.590000000000000000e+02,2.880000000000000000e+02
0.000000000000000000e+00,9.810000000000000000e+02,2.910000000000000000e+02
0.000000000000000000e+00,1.023000000000000000e+03,2.920000000000000000e+02
0.000000000000000000e+00,3.100000000000000000e+01,3.450000000000000000e+02
0.000000000000000000e+00,5.000000000000000000e+01,3.250000000000000000e+02
0.000000000000000000e+00,6.400000000000000000e+01,3.200000000000000000e+02
0.000000000000000000e+00,1.060000000000000000e+02,3.200000000000000000e+02
0.000000000000000000e+00,1.490000000000000000e+02,3.200000000000000000e+02
0.000000000000000000e+00,1.700000000000000000e+02,3.510000000000000000e+02
0.000000000000000000e+00,2.130000000000000000e+02,3.340000000000000000e+02
0.000000000000000000e+00,2.350000000000000000e+02,3.340000000000000000e+02
0.000000000000000000e+00,2.770000000000000000e+02,3.200000000000000000e+02
0.000000000000000000e+00,3.190000000000000000e+02,3.340000000000000000e+02
0.000000000000000000e+00,3.410000000000000000e+02,3.350000000000000000e+02
0.000000000000000000e+00,3.710000000000000000e+02,3.310000000000000000e+02
0.000000000000000000e+00,3.840000000000000000e+02,3.510000000000000000e+02
0.000000000000000000e+00,4.160000000000000000e+02,3.200000000000000000e+02
0.000000000000000000e+00,4.690000000000000000e+02,3.230000000000000000e+02
